detection_scores	frame	ytl	xtl	ybr	xbr	class	width_half	square
0.72886944	2018-03-23_1352_right/003208	844	1377	892	1426	5.20	1224.0	2352
0.80912596	2018-03-23_1352_right/000291	848	1731	938	1818	5.20	1224.0	7830
0.5897786	2018-03-23_1352_right/000291	754	1731	847	1820	3.27	1224.0	8277
0.6364818	2018-03-23_1352_right/005810	715	2048	812	2151	2.4	1224.0	9991
0.52782893	2018-03-23_1352_right/005810	819	2065	902	2148	4.1	1224.0	6889
0.599092	2018-03-23_1352_right/003160	875	1308	902	1333	5.20	1224.0	675
0.5469509	2018-03-23_1352_right/003160	898	1348	929	1377	5.19	1224.0	899
0.8232883	2018-03-23_1352_right/000320	794	1946	922	2080	5.20	1224.0	17152
0.64716715	2018-03-23_1352_right/000320	660	1952	795	2074	3.27	1224.0	16470
0.6704829000000001	2018-03-23_1352_right/004286	839	581	885	623	5.20	1224.0	1932
0.65226287	2018-03-23_1352_right/004286	574	2138	765	2278	4.1	1224.0	26740
0.6519714	2018-03-23_1352_right/004286	888	583	937	623	3.24	1224.0	1960
0.7863406999999999	2018-03-23_1352_right/004289	838	558	889	607	5.20	1224.0	2499
0.74556464	2018-03-23_1352_right/004289	555	2202	747	2352	4.1	1224.0	28800
0.7226577	2018-03-23_1352_right/004289	888	558	942	608	3.24	1224.0	2700
0.82236433	2018-03-23_1352_right/003535	921	2020	965	2061	5.20	1224.0	1804
0.6902037	2018-03-23_1352_right/003535	949	2362	1006	2419	5.20	1224.0	3249
0.5916654	2018-03-23_1352_right/007278	748	1264	792	1300	2.1	1224.0	1584
0.8411834999999999	2018-03-23_1352_right/003263	698	1556	805	1656	5.20	1224.0	10700
0.7806884	2018-03-23_1352_right/000811	912	1539	961	1589	5.20	1224.0	2450
0.57857805	2018-03-23_1352_right/000811	775	1772	870	1860	3.27	1224.0	8360
0.55915684	2018-03-23_1352_right/000811	859	832	914	886	5.19	1224.0	2970
0.64964664	2018-03-23_1352_right/007297	724	1041	774	1078	2.1	1224.0	1850
0.6559058000000001	2018-03-23_1352_right/008492	838	2094	873	2122	5.19	1224.0	980
0.6251055	2018-03-23_1352_right/001939	647	2184	829	2400	2.4	1224.0	39312
0.846834	2018-03-23_1352_right/003314	285	2168	551	2435	5.20	1224.0	71022
0.6798373999999999	2018-03-23_1352_right/003314	629	76	751	118	2.4	1224.0	5124
0.8823589	2018-03-23_1352_right/002463	646	1522	780	1618	5.20	1224.0	12864
0.77238405	2018-03-23_1352_right/002463	716	81	818	185	5.20	1224.0	10608
0.81926304	2018-03-23_1352_right/000911	735	2084	889	2226	5.20	1224.0	21868
0.6683753000000001	2018-03-23_1352_right/000911	556	64	725	242	5.19	1224.0	30082
0.56645465	2018-03-23_1352_right/000911	566	2070	721	2227	5.19	1224.0	24335
0.63406783	2018-03-23_1352_right/001893	673	2022	821	2207	2.4	1224.0	27380
0.8208349	2018-03-23_1352_right/003570	899	1953	958	1997	5.20	1224.0	2596
0.76540875	2018-03-23_1352_right/003570	888	1048	921	1085	5.19	1224.0	1221
0.59595704	2018-03-23_1352_right/003570	849	1952	900	1996	5.19	1224.0	2244
0.53160787	2018-03-23_1352_right/003570	902	693	935	726	5.19	1224.0	1089
0.7056813	2018-03-23_1352_right/008462	836	2094	871	2123	5.19	1224.0	1015
0.79330856	2018-03-23_1352_right/000313	813	1884	924	2003	5.20	1224.0	13209
0.56604296	2018-03-23_1352_right/000313	692	1885	809	2000	3.27	1224.0	13455
0.7923689	2018-03-23_1352_right/000793	874	1514	919	1559	5.20	1224.0	2025
0.6216334	2018-03-23_1352_right/000793	824	854	875	904	5.19	1224.0	2550
0.5695188	2018-03-23_1352_right/000793	753	1713	839	1790	3.27	1224.0	6622
0.61738867	2018-03-23_1352_right/001751	856	1521	910	1580	2.4	1224.0	3186
0.6126175	2018-03-23_1352_right/007218	719	1706	768	1756	4.1	1224.0	2450
0.6031721	2018-03-23_1352_right/007218	664	1699	717	1760	2.4	1224.0	3233
0.6768264	2018-03-23_1352_right/003505	953	2199	996	2239	5.20	1224.0	1720
0.5729254	2018-03-23_1352_right/002099	592	2314	824	2448	2.4	1224.0	31088
0.5947119000000001	2018-03-23_1352_right/001852	729	1848	837	1983	2.4	1224.0	14580
0.66338277	2018-03-23_1352_right/005755	851	2323	902	2370	4.1	1224.0	2397
0.65727466	2018-03-23_1352_right/008377	838	2095	873	2122	5.19	1224.0	945
0.6605456000000001	2018-03-23_1352_right/008517	838	2095	874	2122	5.19	1224.0	972
0.7030601	2018-03-23_1352_right/005842	596	2015	751	2184	2.4	1224.0	26195
0.7877569999999999	2018-03-23_1352_right/000814	913	1544	966	1596	5.20	1224.0	2756
0.5431996	2018-03-23_1352_right/000814	859	827	913	882	5.19	1224.0	2970
0.5188303	2018-03-23_1352_right/000814	773	1782	866	1872	3.27	1224.0	8370
0.721539	2018-03-23_1352_right/006421	718	158	1051	258	8.22	1224.0	33300
0.6915291	2018-03-23_1352_right/007799	875	57	1131	136	8.22	1224.0	20224
0.5709552	2018-03-23_1352_right/001652	895	1218	938	1257	2.4	1224.0	1677
0.80800855	2018-03-23_1352_right/006102	606	1788	762	1942	3.24	1224.0	24024
0.5544503000000001	2018-03-23_1352_right/001742	861	1490	916	1554	2.4	1224.0	3520
0.50374734	2018-03-23_1352_right/001742	861	372	907	412	2.4	1224.0	1840
0.8050778000000001	2018-03-23_1352_right/000712	837	208	1008	383	5.20	1224.0	29925
0.7540901	2018-03-23_1352_right/000712	683	1959	793	2063	5.19	1224.0	11440
0.6723168	2018-03-23_1352_right/000712	642	215	820	387	5.19	1224.0	30616
0.73111844	2018-03-23_1352_right/004296	829	519	881	568	5.20	1224.0	2548
0.6972202	2018-03-23_1352_right/004296	882	520	935	564	3.24	1224.0	2332
0.5964659000000001	2018-03-23_1352_right/004296	999	1690	1024	1711	5.19	1224.0	525
0.7862435999999999	2018-03-23_1352_right/003525	916	2021	959	2057	5.20	1224.0	1548
0.7774428000000001	2018-03-23_1352_right/001198	820	1344	890	1410	5.20	1224.0	4620
0.7074725000000001	2018-03-23_1352_right/001172	869	1297	926	1352	5.20	1224.0	3135
0.8361125	2018-03-23_1352_right/002440	735	1421	837	1485	5.20	1224.0	6528
0.7776553	2018-03-23_1352_right/002440	779	334	858	418	5.20	1224.0	6636
0.70018786	2018-03-23_1352_right/008260	827	2096	867	2122	5.19	1224.0	1040
0.78397435	2018-03-23_1352_right/004298	833	503	885	552	5.20	1224.0	2548
0.67511654	2018-03-23_1352_right/004298	886	503	941	552	3.24	1224.0	2695
0.5053711	2018-03-23_1352_right/004298	1001	1690	1029	1716	5.19	1224.0	728
0.7527318000000001	2018-03-23_1352_right/004332	800	0	868	73	3.24	1224.0	4964
0.7209784	2018-03-23_1352_right/004332	727	1	797	77	5.20	1224.0	5320
0.8214773999999999	2018-03-23_1352_right/000596	932	898	988	945	5.20	1224.0	2632
0.71847045	2018-03-23_1352_right/004328	738	103	804	176	5.20	1224.0	4818
0.6991566	2018-03-23_1352_right/004328	806	106	876	170	3.24	1224.0	4480
0.5024354999999999	2018-03-23_1352_right/004328	750	102	824	170	5.20	1224.0	5032
0.5247217	2018-03-23_1352_right/001076	915	1140	944	1170	5.19	1224.0	870
0.6353641999999999	2018-03-23_1352_right/003478	943	2036	982	2069	5.20	1224.0	1287
0.5287326999999999	2018-03-23_1352_right/003478	896	2031	939	2071	5.19	1224.0	1720
0.633682	2018-03-23_1352_right/001962	616	2234	814	2448	2.4	1224.0	42372
0.50901675	2018-03-23_1352_right/000388	951	1027	986	1050	5.19	1224.0	805
0.5807616	2018-03-23_1352_right/007755	901	825	1011	851	8.22	1224.0	2860
0.5096169	2018-03-23_1352_right/007303	693	918	752	952	2.1	1224.0	2006
0.5719407	2018-03-23_1352_right/005832	799	2022	910	2135	4.1	1224.0	12543
0.53396195	2018-03-23_1352_right/005832	663	2007	789	2148	2.4	1224.0	17766
0.6003734000000001	2018-03-23_1352_right/002084	619	2309	825	2445	2.4	1224.0	28016
0.7961169	2018-03-23_1352_right/001202	813	1354	885	1422	5.20	1224.0	4896
0.5382558000000001	2018-03-23_1352_right/003459	918	1924	953	1955	5.20	1224.0	1085
0.7040008000000001	2018-03-23_1352_right/008501	838	2094	873	2123	5.19	1224.0	1015
0.54889137	2018-03-23_1352_right/005772	849	2201	907	2244	4.1	1224.0	2494
0.6816243000000001	2018-03-23_1352_right/008485	838	2096	873	2122	5.19	1224.0	910
0.778485	2018-03-23_1352_right/003567	903	1963	952	2006	5.20	1224.0	2107
0.70744395	2018-03-23_1352_right/003567	846	1963	894	2006	5.19	1224.0	2064
0.5050726	2018-03-23_1352_right/003567	898	721	930	751	5.19	1224.0	960
0.75762296	2018-03-23_1352_right/000755	909	1462	955	1505	5.20	1224.0	1978
0.6837153	2018-03-23_1352_right/000755	872	888	912	926	5.19	1224.0	1520
0.7249276	2018-03-23_1352_right/000429	908	1359	942	1395	5.20	1224.0	1224
0.74781644	2018-03-23_1352_right/000591	945	903	997	950	5.20	1224.0	2444
0.57387584	2018-03-23_1352_right/003816	891	1606	982	1691	4.1	1224.0	7735
0.66650003	2018-03-23_1352_right/000342	716	2277	896	2448	5.20	1224.0	30780
0.62421125	2018-03-23_1352_right/000342	531	2283	710	2441	3.27	1224.0	28282
0.5254019	2018-03-23_1352_right/001743	863	1493	918	1558	2.4	1224.0	3575
0.6230903	2018-03-23_1352_right/002012	625	2255	824	2448	2.4	1224.0	38407
0.58193094	2018-03-23_1352_right/005830	662	2009	784	2154	2.4	1224.0	17690
0.55768913	2018-03-23_1352_right/005830	797	2025	904	2138	4.1	1224.0	12091
0.6132550999999999	2018-03-23_1352_right/001931	633	2132	817	2346	2.4	1224.0	39376
0.7985674	2018-03-23_1352_right/001159	861	1290	909	1334	5.20	1224.0	2112
0.747058	2018-03-23_1352_right/006085	740	1598	840	1704	3.24	1224.0	10600
0.64954144	2018-03-23_1352_right/007220	652	1706	714	1776	2.4	1224.0	4340
0.61553395	2018-03-23_1352_right/007220	715	1721	764	1769	4.1	1224.0	2352
0.92034656	2018-03-23_1352_right/003173	858	1312	897	1352	5.20	1224.0	1560
0.64165604	2018-03-23_1352_right/004725	787	193	909	326	3.27	1224.0	16226
0.76694745	2018-03-23_1352_right/003540	917	2011	964	2050	5.20	1224.0	1833
0.671511	2018-03-23_1352_right/003540	945	2370	1004	2432	5.20	1224.0	3658
0.5876425999999999	2018-03-23_1352_right/003540	897	1249	928	1279	5.19	1224.0	930
0.82461596	2018-03-23_1352_right/000719	815	60	998	250	5.20	1224.0	34770
0.67318046	2018-03-23_1352_right/000719	663	2016	777	2127	5.19	1224.0	12654
0.64458716	2018-03-23_1352_right/000719	585	55	799	264	5.19	1224.0	44726
0.51945364	2018-03-23_1352_right/000719	878	939	918	978	5.19	1224.0	1560
0.8249164000000001	2018-03-23_1352_right/000509	966	987	1001	1022	5.20	1224.0	1225
0.8048118000000001	2018-03-23_1352_right/000255	876	1593	949	1664	5.20	1224.0	5183
0.59026766	2018-03-23_1352_right/004209	890	896	919	925	5.19	1224.0	841
0.5936138000000001	2018-03-23_1352_right/002363	871	676	924	709	5.19	1224.0	1749
0.8305843	2018-03-23_1352_right/003662	776	918	879	1016	5.20	1224.0	10094
0.64364064	2018-03-23_1352_right/003662	659	918	760	1016	5.19	1224.0	9898
0.7847062	2018-03-23_1352_right/003232	804	1434	866	1498	5.20	1224.0	3968
0.7980554	2018-03-23_1352_right/003191	872	1345	917	1387	5.20	1224.0	1890
0.55972576	2018-03-23_1352_right/004728	771	142	903	276	3.27	1224.0	17688
0.8388121999999999	2018-03-23_1352_right/002449	710	1454	823	1525	5.20	1224.0	8023
0.7823538000000001	2018-03-23_1352_right/002449	760	253	846	339	5.20	1224.0	7396
0.65583855	2018-03-23_1352_right/008297	839	2095	874	2122	5.19	1224.0	945
0.57085633	2018-03-23_1352_right/003798	902	1572	974	1645	4.1	1224.0	5256
0.66707903	2018-03-23_1352_right/003488	951	2097	998	2128	5.20	1224.0	1457
0.59974515	2018-03-23_1352_right/003488	931	1900	969	1925	5.20	1224.0	950
0.5564145	2018-03-23_1352_right/008245	828	2086	864	2111	5.19	1224.0	900
0.79374844	2018-03-23_1352_right/000178	926	1473	965	1514	5.20	1224.0	1599
0.5464601	2018-03-23_1352_right/007246	554	1957	630	2048	2.4	1224.0	6916
0.7781333	2018-03-23_1352_right/000297	841	1765	931	1857	5.20	1224.0	8280
0.84184235	2018-03-23_1352_right/003169	869	1312	904	1345	5.20	1224.0	1155
0.7598425999999999	2018-03-23_1352_right/003510	953	2232	998	2271	5.20	1224.0	1755
0.5313039	2018-03-23_1352_right/003510	892	2229	942	2275	5.20	1224.0	2300
0.8331761999999999	2018-03-23_1352_right/003665	764	885	876	988	5.20	1224.0	11536
0.63955176	2018-03-23_1352_right/003665	649	875	762	987	5.19	1224.0	12656
0.64626396	2018-03-23_1352_right/001900	668	2049	820	2239	2.4	1224.0	28880
0.73213667	2018-03-23_1352_right/000535	885	1416	924	1455	5.20	1224.0	1521
0.78380126	2018-03-23_1352_right/001184	851	1314	911	1373	5.20	1224.0	3540
0.75646067	2018-03-23_1352_right/000634	929	854	990	913	5.20	1224.0	3599
0.7885694000000001	2018-03-23_1352_right/001193	833	1332	896	1396	5.20	1224.0	4032
0.5122511	2018-03-23_1352_right/000034	944	1460	974	1486	5.19	1224.0	780
0.7383074000000001	2018-03-23_1352_right/001095	900	1147	933	1181	5.20	1224.0	1122
0.65752083	2018-03-23_1352_right/001881	675	1966	815	2128	2.4	1224.0	22680
0.6943729000000001	2018-03-23_1352_right/008395	839	2093	873	2121	5.19	1224.0	952
0.58060503	2018-03-23_1352_right/007274	758	1296	797	1327	2.1	1224.0	1209
0.6559046	2018-03-23_1352_right/008282	839	2095	873	2122	5.19	1224.0	918
0.69520164	2018-03-23_1352_right/008295	839	2095	873	2122	5.19	1224.0	918
0.83320665	2018-03-23_1352_right/000714	830	166	1010	349	5.20	1224.0	32940
0.6934043000000001	2018-03-23_1352_right/000714	675	1974	791	2084	5.19	1224.0	12760
0.5937076	2018-03-23_1352_right/000714	620	175	816	353	5.19	1224.0	34888
0.55926204	2018-03-23_1352_right/004734	745	22	885	167	3.27	1224.0	20300
0.65335697	2018-03-23_1352_right/003474	950	2010	989	2042	5.20	1224.0	1248
0.80077714	2018-03-23_1352_right/000625	935	865	988	920	5.20	1224.0	2915
0.5294626	2018-03-23_1352_right/000625	913	1049	943	1078	5.19	1224.0	870
0.56774664	2018-03-23_1352_right/004226	816	1680	892	1751	4.1	1224.0	5396
0.7738461	2018-03-23_1352_right/000830	900	1579	958	1637	5.20	1224.0	3364
0.6115916	2018-03-23_1352_right/000830	735	1881	837	1983	3.27	1224.0	10404
0.5429813	2018-03-23_1352_right/000830	846	800	899	851	5.19	1224.0	2703
0.52520615	2018-03-23_1352_right/005817	698	2033	802	2150	2.4	1224.0	12168
0.68907017	2018-03-23_1352_right/003587	897	463	929	497	5.19	1224.0	1088
0.6656556	2018-03-23_1352_right/008387	838	2094	873	2122	5.19	1224.0	980
0.61549985	2018-03-23_1352_right/007781	894	488	1052	534	8.22	1224.0	7268
0.8427188	2018-03-23_1352_right/003307	409	1997	626	2226	5.20	1224.0	49693
0.80572635	2018-03-23_1352_right/004266	842	682	885	725	5.20	1224.0	1849
0.6139441999999999	2018-03-23_1352_right/001078	911	1139	942	1170	5.19	1224.0	961
0.833622	2018-03-23_1352_right/003282	631	1678	762	1809	5.20	1224.0	17161
0.83597076	2018-03-23_1352_right/002450	705	1459	823	1530	5.20	1224.0	8378
0.74775964	2018-03-23_1352_right/002450	755	240	846	334	5.20	1224.0	8554
0.7714011	2018-03-23_1352_right/003236	787	1447	857	1512	5.20	1224.0	4550
0.81579995	2018-03-23_1352_right/000547	878	1435	914	1469	5.20	1224.0	1224
0.5615058	2018-03-23_1352_right/000547	946	941	983	979	5.20	1224.0	1406
0.5122482	2018-03-23_1352_right/007260	556	2176	647	2274	4.1	1224.0	8918
0.7876295999999999	2018-03-23_1352_right/000676	902	684	1004	771	5.20	1224.0	8874
0.57235867	2018-03-23_1352_right/000676	794	681	896	777	5.19	1224.0	9792
0.8078291	2018-03-23_1352_right/003623	836	2288	964	2420	5.20	1224.0	16896
0.6079009	2018-03-23_1352_right/003623	698	2287	829	2433	5.19	1224.0	19126
0.7218217	2018-03-23_1352_right/006105	566	1843	735	2026	3.24	1224.0	30927
0.5307014	2018-03-23_1352_right/001679	893	1354	944	1400	2.4	1224.0	2346
0.5386215999999999	2018-03-23_1352_right/003811	898	1588	984	1663	4.1	1224.0	6450
0.8106137	2018-03-23_1352_right/003696	707	472	858	608	5.20	1224.0	20536
0.62910515	2018-03-23_1352_right/003696	553	474	691	603	5.19	1224.0	17802
0.54655457	2018-03-23_1352_right/001699	896	1386	947	1441	2.4	1224.0	2805
0.81342375	2018-03-23_1352_right/003650	789	1052	888	1139	5.20	1224.0	8613
0.7995813	2018-03-23_1352_right/003650	747	2245	920	2430	5.20	1224.0	32005
0.632579	2018-03-23_1352_right/003650	689	1048	793	1134	5.19	1224.0	8944
0.62717515	2018-03-23_1352_right/003650	560	2238	737	2444	5.19	1224.0	36462
0.695477	2018-03-23_1352_right/008402	837	2094	872	2122	5.19	1224.0	980
0.7169689	2018-03-23_1352_right/007283	746	1218	786	1251	2.1	1224.0	1320
0.7471816	2018-03-23_1352_right/002401	820	1151	881	1196	5.20	1224.0	2745
0.6900369000000001	2018-03-23_1352_right/002401	837	357	897	419	5.20	1224.0	3720
0.7840501999999999	2018-03-23_1352_right/000788	854	1506	904	1552	5.20	1224.0	2300
0.62774014	2018-03-23_1352_right/000788	812	855	856	902	5.19	1224.0	2068
0.7772241	2018-03-23_1352_right/000649	931	825	1005	893	5.20	1224.0	5032
0.64706624	2018-03-23_1352_right/000649	844	822	923	893	5.19	1224.0	5609
0.7097076999999999	2018-03-23_1352_right/000564	964	923	1008	962	5.20	1224.0	1716
0.60927945	2018-03-23_1352_right/000564	920	923	957	961	5.19	1224.0	1406
0.76946753	2018-03-23_1352_right/003240	768	1456	844	1533	5.20	1224.0	5852
0.7885693	2018-03-23_1352_right/003569	900	1957	952	2001	5.20	1224.0	2288
0.63195497	2018-03-23_1352_right/003569	883	1052	918	1089	5.19	1224.0	1295
0.56512105	2018-03-23_1352_right/003569	845	1956	895	2000	5.19	1224.0	2200
0.6995793	2018-03-23_1352_right/000749	912	1456	951	1497	5.20	1224.0	1599
0.5978611999999999	2018-03-23_1352_right/000749	877	895	912	929	5.19	1224.0	1190
0.7512365	2018-03-23_1352_right/003537	919	2016	965	2057	5.20	1224.0	1886
0.68787247	2018-03-23_1352_right/003537	946	2365	1008	2429	5.20	1224.0	3968
0.61806965	2018-03-23_1352_right/002001	625	2256	824	2448	2.4	1224.0	38208
0.63100296	2018-03-23_1352_right/000019	942	1441	970	1464	5.19	1224.0	644
0.65628415	2018-03-23_1352_right/008351	839	2094	873	2122	5.19	1224.0	952
0.66972536	2018-03-23_1352_right/004079	903	869	930	894	5.19	1224.0	675
0.69397396	2018-03-23_1352_right/008406	839	2094	874	2122	5.19	1224.0	980
0.6519863	2018-03-23_1352_right/000131	942	1438	974	1470	5.20	1224.0	1024
0.5055129	2018-03-23_1352_right/004210	888	895	917	923	5.19	1224.0	812
0.6420118	2018-03-23_1352_right/003833	863	1704	973	1808	4.1	1224.0	11440
0.71555346	2018-03-23_1352_right/000571	964	921	1007	961	5.20	1224.0	1720
0.6753796	2018-03-23_1352_right/000571	918	918	960	959	5.19	1224.0	1722
0.80896354	2018-03-23_1352_right/000692	882	529	1004	641	5.20	1224.0	13664
0.73913383	2018-03-23_1352_right/000692	924	1461	955	1491	5.20	1224.0	930
0.72051936	2018-03-23_1352_right/000692	896	1008	928	1038	5.19	1224.0	960
0.66978234	2018-03-23_1352_right/000692	747	1839	832	1923	5.19	1224.0	7140
0.6226257	2018-03-23_1352_right/000692	748	528	866	641	5.19	1224.0	13334
0.5748814999999999	2018-03-23_1352_right/000692	888	1462	921	1491	5.20	1224.0	957
0.8426362	2018-03-23_1352_right/000620	931	868	987	922	5.20	1224.0	3024
0.6428054	2018-03-23_1352_right/001911	663	2092	826	2291	2.4	1224.0	32437
0.6581179	2018-03-23_1352_right/001964	616	2237	814	2448	2.4	1224.0	41778
0.6879363000000001	2018-03-23_1352_right/003848	836	1837	981	1979	4.1	1224.0	20590
0.7618782	2018-03-23_1352_right/004319	767	274	835	333	5.20	1224.0	4012
0.7184498	2018-03-23_1352_right/004319	834	275	895	333	3.24	1224.0	3538
0.66241187	2018-03-23_1352_right/007765	930	719	1057	754	8.22	1224.0	4445
0.6200098	2018-03-23_1352_right/001566	862	2214	923	2245	2.4	1224.0	1891
0.84853685	2018-03-23_1352_right/004277	836	624	880	668	5.20	1224.0	1936
0.6754588	2018-03-23_1352_right/004277	632	1999	784	2121	4.1	1224.0	18544
0.7103961999999999	2018-03-23_1352_right/007296	728	1046	779	1086	2.1	1224.0	2040
0.70740885	2018-03-23_1352_right/000737	914	1449	954	1487	5.20	1224.0	1520
0.6890784000000001	2018-03-23_1352_right/000737	594	2192	738	2339	5.19	1224.0	21168
0.6688923999999999	2018-03-23_1352_right/000737	873	908	912	946	5.19	1224.0	1482
0.70995474	2018-03-23_1352_right/001153	865	1261	913	1313	5.20	1224.0	2496
0.81201625	2018-03-23_1352_right/001238	719	1458	832	1568	5.20	1224.0	12430
0.74288213	2018-03-23_1352_right/001124	879	1187	922	1228	5.20	1224.0	1763
0.6347037	2018-03-23_1352_right/004323	759	210	826	272	5.20	1224.0	4154
0.5073004	2018-03-23_1352_right/004323	829	209	891	272	3.24	1224.0	3906
0.80284303	2018-03-23_1352_right/003660	773	938	875	1033	5.20	1224.0	9690
0.6507173	2018-03-23_1352_right/003660	664	937	761	1032	5.19	1224.0	9215
0.73030645	2018-03-23_1352_right/000246	883	1575	946	1638	5.20	1224.0	3969
0.5809352	2018-03-23_1352_right/003828	869	1671	973	1770	4.1	1224.0	10296
0.6311699000000001	2018-03-23_1352_right/001799	806	48	877	127	2.4	1224.0	5609
0.62082297	2018-03-23_1352_right/001799	806	1617	877	1694	2.4	1224.0	5467
0.60367215	2018-03-23_1352_right/001926	625	2127	803	2341	2.4	1224.0	38092
0.7106222	2018-03-23_1352_right/003821	878	1629	975	1717	4.1	1224.0	8536
0.7949855	2018-03-23_1352_right/000261	873	1609	944	1680	5.20	1224.0	5041
0.51787597	2018-03-23_1352_right/000261	794	1612	870	1677	3.27	1224.0	4940
0.62645394	2018-03-23_1352_right/001999	624	2255	825	2448	2.4	1224.0	38793
0.68329453	2018-03-23_1352_right/004104	903	917	932	942	5.19	1224.0	725
0.75168526	2018-03-23_1352_right/000807	907	1535	954	1583	5.20	1224.0	2256
0.59985924	2018-03-23_1352_right/000807	858	837	910	889	5.19	1224.0	2704
0.56755716	2018-03-23_1352_right/000807	777	1754	865	1839	3.27	1224.0	7480
0.55897534	2018-03-23_1352_right/000807	849	1535	903	1578	5.20	1224.0	2322
0.65815216	2018-03-23_1352_right/000727	536	3	757	71	5.20	1224.0	15028
0.63098234	2018-03-23_1352_right/000727	628	2088	767	2220	5.19	1224.0	18348
0.6153736999999999	2018-03-23_1352_right/000727	911	1446	947	1482	5.20	1224.0	1296
0.6143828	2018-03-23_1352_right/000727	876	925	915	962	5.19	1224.0	1443
0.6891816	2018-03-23_1352_right/008430	839	2094	873	2122	5.19	1224.0	952
0.7337807	2018-03-23_1352_right/003557	908	1975	961	2019	5.20	1224.0	2332
0.7140234000000001	2018-03-23_1352_right/003557	889	1139	925	1170	5.19	1224.0	1116
0.71058095	2018-03-23_1352_right/003557	853	1976	905	2015	5.19	1224.0	2028
0.7724897	2018-03-23_1352_right/000645	929	834	1000	899	5.20	1224.0	4615
0.54436517	2018-03-23_1352_right/000645	848	832	925	901	5.19	1224.0	5313
0.6483687	2018-03-23_1352_right/008446	836	2094	872	2123	5.19	1224.0	1044
0.66222245	2018-03-23_1352_right/000192	911	1486	956	1533	5.20	1224.0	2115
0.76340586	2018-03-23_1352_right/003635	802	2246	940	2395	5.20	1224.0	20562
0.5763836999999999	2018-03-23_1352_right/003635	641	2245	790	2400	5.19	1224.0	23095
0.63153	2018-03-23_1352_right/007290	733	1153	779	1190	2.1	1224.0	1702
0.643992	2018-03-23_1352_right/001845	803	1816	908	1929	2.4	1224.0	11865
0.8253706000000001	2018-03-23_1352_right/000669	913	730	1006	810	5.20	1224.0	7440
0.67318445	2018-03-23_1352_right/000669	812	731	902	821	5.19	1224.0	8100
0.6632458000000001	2018-03-23_1352_right/005833	790	2025	899	2151	4.1	1224.0	13734
0.56726474	2018-03-23_1352_right/005833	645	2008	775	2159	2.4	1224.0	19630
0.74052763	2018-03-23_1352_right/000188	918	1484	962	1530	5.20	1224.0	2024
0.6104046	2018-03-23_1352_right/007772	924	630	1070	669	8.22	1224.0	5694
0.74157524	2018-03-23_1352_right/003489	932	1903	968	1931	5.20	1224.0	1008
0.60843724	2018-03-23_1352_right/003489	903	2105	944	2141	5.20	1224.0	1476
0.5049570999999999	2018-03-23_1352_right/003489	955	2109	1001	2137	5.20	1224.0	1288
0.66431224	2018-03-23_1352_right/001974	616	2256	817	2448	2.4	1224.0	38592
0.64683753	2018-03-23_1352_right/003769	890	1684	951	1742	4.1	1224.0	3538
0.78467196	2018-03-23_1352_right/003688	722	592	859	715	5.20	1224.0	16851
0.6536801	2018-03-23_1352_right/003688	583	589	711	712	5.19	1224.0	15744
0.68572354	2018-03-23_1352_right/000231	895	1533	954	1588	5.20	1224.0	3245
0.6913776999999999	2018-03-23_1352_right/000766	907	1481	950	1517	5.20	1224.0	1548
0.6706473000000001	2018-03-23_1352_right/000766	953	1481	1000	1521	5.20	1224.0	1880
0.53082806	2018-03-23_1352_right/000766	912	877	959	921	5.19	1224.0	2068
0.73079133	2018-03-23_1352_right/003498	951	2163	997	2194	5.20	1224.0	1426
0.7272553	2018-03-23_1352_right/003498	928	1934	965	1965	5.20	1224.0	1147
0.7247611999999999	2018-03-23_1352_right/003498	900	2160	943	2199	5.20	1224.0	1677
0.75624007	2018-03-23_1352_right/000790	848	1508	900	1557	5.20	1224.0	2548
0.6901049	2018-03-23_1352_right/000790	800	853	851	902	5.19	1224.0	2499
0.5535003000000001	2018-03-23_1352_right/000790	731	1701	812	1776	3.27	1224.0	6075
0.53086746	2018-03-23_1352_right/000790	795	1511	843	1557	5.20	1224.0	2208
0.7282036999999999	2018-03-23_1352_right/000922	684	2253	867	2439	5.20	1224.0	34038
0.5634259	2018-03-23_1352_right/000922	465	2250	660	2445	5.19	1224.0	38025
0.5148946	2018-03-23_1352_right/001662	886	1298	929	1342	2.4	1224.0	1892
0.62334466	2018-03-23_1352_right/006375	843	1262	999	1305	8.22	1224.0	6708
0.7570347	2018-03-23_1352_right/000822	910	1562	965	1615	5.20	1224.0	2915
0.5759843000000001	2018-03-23_1352_right/000822	856	814	908	865	5.19	1224.0	2652
0.55738646	2018-03-23_1352_right/000822	763	1827	855	1917	3.27	1224.0	8280
0.6444489000000001	2018-03-23_1352_right/008425	838	2094	873	2122	5.19	1224.0	980
0.57873684	2018-03-23_1352_right/001640	916	1086	964	1130	2.4	1224.0	2112
0.6257709	2018-03-23_1352_right/002742	966	254	990	277	3.24	1224.0	552
0.6214074	2018-03-23_1352_right/002005	625	2256	824	2448	2.4	1224.0	38208
0.74544626	2018-03-23_1352_right/008247	830	2088	866	2114	5.19	1224.0	936
0.7367712	2018-03-23_1352_right/004310	801	386	858	442	5.20	1224.0	3192
0.58496577	2018-03-23_1352_right/004310	863	388	916	441	3.24	1224.0	2809
0.52238935	2018-03-23_1352_right/004310	987	1695	1011	1718	5.19	1224.0	552
