frame	xtl	ytl	xbr	ybr	class	score
2018-03-23_1352_right/000679	1038	905	1061	929	5.19	0.8788644075393677
2018-03-23_1352_right/000679	668	807	740	882	5.19	0.8553938269615173
2018-03-23_1352_right/000679	1458	930	1493	967	5.20	0.7564822435379028
2018-03-23_1352_right/000679	1464	900	1487	924	5.19	0.7465702891349792
2018-03-23_1352_right/007723	1055	916	1090	950	4.2	0.8587700128555298
2018-03-23_1352_right/007723	507	953	538	987	3.1	0.5978032350540161
2018-03-23_1352_right/008419	995	886	1029	921	3.27	0.956790804862976
2018-03-23_1352_right/008419	1531	839	1564	875	3.27	0.9227264523506165
2018-03-23_1352_right/008419	2095	843	2113	872	5.19	0.613572359085083
2018-03-23_1352_right/004221	1666	814	1736	895	4.1	0.9309383034706116
2018-03-23_1352_right/008467	995	886	1029	921	3.27	0.9608733057975768
2018-03-23_1352_right/008467	1531	839	1564	875	3.27	0.912190079689026
2018-03-23_1352_right/008467	2095	843	2113	872	5.19	0.6317330598831177
2018-03-23_1352_right/001728	1440	868	1496	918	2.4	0.9942766427993774
2018-03-23_1352_right/001728	375	847	427	897	2.4	0.9720902442932128
2018-03-23_1352_right/006107	1887	535	2084	725	3.24	0.9487711787223816
2018-03-23_1352_right/002397	345	846	404	903	5.20	0.9935914278030396
2018-03-23_1352_right/002397	1120	827	1159	898	5.20	0.9848183393478394
2018-03-23_1352_right/003299	1851	499	2049	689	5.20	0.3702073991298676
2018-03-23_1352_right/008245	992	876	1027	911	3.27	0.9532735347747804
2018-03-23_1352_right/008245	1527	829	1559	866	3.27	0.9311321377754213
2018-03-23_1352_right/008245	2086	833	2105	862	5.19	0.5878364443778992
2018-03-23_1352_right/004948	2405	789	2448	920	3.1	0.4363549947738648
2018-03-23_1352_right/003153	1301	897	1330	931	5.20	0.5634050369262695
2018-03-23_1352_right/001098	1147	895	1186	936	5.20	0.98245108127594
2018-03-23_1352_right/003751	1976	860	2047	931	4.1	0.9435411691665648
2018-03-23_1352_right/001430	851	923	874	960	2.4	0.6570178270339966
2018-03-23_1352_right/007717	1092	918	1124	951	4.2	0.8272128105163574
2018-03-23_1352_right/007717	573	956	601	988	3.1	0.5051365494728088
2018-03-23_1352_right/000599	891	937	942	990	5.20	0.9857903718948364
2018-03-23_1352_right/000599	900	892	936	929	5.19	0.9674028754234314
2018-03-23_1352_right/000599	1044	920	1063	939	5.19	0.5496414303779602
2018-03-23_1352_right/004632	671	868	735	933	3.27	0.9712825417518616
2018-03-23_1352_right/004632	1314	959	1340	989	3.1	0.5217084288597107
2018-03-23_1352_right/007713	1113	934	1143	967	4.2	0.8274181485176086
2018-03-23_1352_right/007713	610	972	642	1005	3.1	0.6574169397354126
2018-03-23_1352_right/006231	1243	925	1268	951	4.2	0.6279330253601074
2018-03-23_1352_right/006231	1247	1004	1274	1030	4.2	0.5116425156593323
2018-03-23_1352_right/006231	1223	942	1245	968	2.1	0.4234198331832886
2018-03-23_1352_right/003800	1563	894	1648	984	4.1	0.9472930431365968
2018-03-23_1352_right/004560	775	901	817	945	3.27	0.9882476329803468
2018-03-23_1352_right/004560	2087	679	2123	764	3.24	0.3592613041400909
2018-03-23_1352_right/004125	1425	867	1466	912	4.1	0.9205740690231324
2018-03-23_1352_right/004125	938	887	963	915	5.20	0.7839913368225098
2018-03-23_1352_right/004125	1263	935	1285	974	3.1	0.34321236610412603
2018-03-23_1352_right/007261	2177	428	2299	538	2.4	0.9891976118087769
2018-03-23_1352_right/007261	2183	539	2293	644	4.1	0.9395552277565002
2018-03-23_1352_right/007261	2194	815	2216	847	3.1	0.3307845890522003
2018-03-23_1352_right/002412	389	829	453	892	5.20	0.976011037826538
2018-03-23_1352_right/002412	1240	800	1285	881	5.20	0.9496828317642212
2018-03-23_1352_right/004857	1452	929	1507	985	3.1	0.7916101813316345
2018-03-23_1352_right/007194	1576	724	1620	766	2.4	0.9622992277145386
2018-03-23_1352_right/007194	1579	766	1618	805	4.1	0.8971767425537109
2018-03-23_1352_right/007746	895	865	937	908	4.2	0.9368748664855956
2018-03-23_1352_right/007746	205	900	245	950	3.1	0.5990633964538574
2018-03-23_1352_right/007746	1598	822	1658	888	5.20	0.3994405269622803
2018-03-23_1352_right/007322	1687	818	1716	860	3.1	0.6480510234832764
2018-03-23_1352_right/004478	906	956	938	991	3.27	0.843352198600769
2018-03-23_1352_right/001466	1262	908	1297	945	2.4	0.745141863822937
2018-03-23_1352_right/001466	809	901	834	943	2.4	0.7190351486206055
2018-03-23_1352_right/001466	633	909	658	939	4.1	0.4806592464447022
2018-03-23_1352_right/000949	1236	931	1261	957	5.20	0.5701701641082764
2018-03-23_1352_right/000715	1549	839	1604	895	3.27	0.994573712348938
2018-03-23_1352_right/000715	1443	912	1483	955	5.20	0.9739209413528442
2018-03-23_1352_right/000715	955	882	981	909	5.19	0.9363569021224976
2018-03-23_1352_right/000715	1449	878	1476	906	5.19	0.8506750464439392
2018-03-23_1352_right/000715	1995	689	2075	778	5.19	0.8294557929039001
2018-03-23_1352_right/000715	185	657	315	786	5.19	0.6434756517410278
2018-03-23_1352_right/000715	2212	847	2269	901	3.27	0.5657256841659546
2018-03-23_1352_right/001181	1304	853	1365	915	5.20	0.9911990761756896
2018-03-23_1352_right/001094	1143	899	1181	940	5.20	0.9813818335533142
2018-03-23_1352_right/004275	633	833	677	882	5.20	0.989762246608734
2018-03-23_1352_right/004275	1972	635	2099	794	4.1	0.8331254720687866
2018-03-23_1352_right/004275	633	884	676	930	3.24	0.7552168369293213
2018-03-23_1352_right/004275	1240	926	1273	992	3.1	0.4649804532527924
2018-03-23_1352_right/004275	1401	943	1416	961	5.19	0.39675408601760864
2018-03-23_1352_right/000819	1806	762	1901	862	3.27	0.993138313293457
2018-03-23_1352_right/000819	1548	909	1609	972	5.20	0.9872378706932068
2018-03-23_1352_right/000819	824	863	866	904	5.19	0.9396350383758544
2018-03-23_1352_right/000819	1558	858	1598	899	5.19	0.8681262135505676
2018-03-23_1352_right/000189	1478	866	1527	915	3.27	0.996562361717224
2018-03-23_1352_right/000189	1478	915	1528	964	5.20	0.9936063289642334
2018-03-23_1352_right/002478	1646	528	1786	735	5.20	0.9669929742813109
2018-03-23_1352_right/000168	1455	884	1499	929	3.27	0.9986111521720886
2018-03-23_1352_right/000168	1455	929	1499	974	5.20	0.9853930473327636
2018-03-23_1352_right/003678	720	747	831	875	5.20	0.9766863584518432
2018-03-23_1352_right/003678	739	646	814	730	5.19	0.7803825736045837
2018-03-23_1352_right/001526	1593	872	1635	915	2.4	0.978556752204895
2018-03-23_1352_right/001526	1057	880	1084	928	2.4	0.9192905426025392
2018-03-23_1352_right/001526	887	902	914	934	4.1	0.6229318380355835
2018-03-23_1352_right/004673	570	856	651	939	3.27	0.973517119884491
2018-03-23_1352_right/004673	1346	968	1374	1000	3.1	0.7716509103775024
2018-03-23_1352_right/000915	2131	715	2293	896	5.20	0.7215616703033447
2018-03-23_1352_right/000915	28	557	128	672	5.19	0.5377975702285767
2018-03-23_1352_right/006327	1291	1003	1341	1057	4.2	0.9587211012840272
2018-03-23_1352_right/006327	1279	847	1327	898	4.2	0.8986889123916626
2018-03-23_1352_right/006327	1224	902	1257	940	2.1	0.8208657503128052
2018-03-23_1352_right/004128	1435	866	1476	912	4.1	0.9246198534965516
2018-03-23_1352_right/004128	941	888	966	916	5.20	0.7744005918502808
2018-03-23_1352_right/004128	1270	936	1293	975	3.1	0.4463514089584351
2018-03-23_1352_right/004303	461	819	513	876	5.20	0.9952380657196044
2018-03-23_1352_right/004303	459	877	513	935	3.24	0.8579972982406616
2018-03-23_1352_right/004303	1179	930	1221	1016	3.1	0.4688460826873779
2018-03-23_1352_right/004303	1347	959	1363	977	5.19	0.42892658710479736
2018-03-23_1352_right/001048	1161	915	1193	948	5.20	0.907893180847168
2018-03-23_1352_right/001168	1290	873	1346	931	5.20	0.9946260452270508
2018-03-23_1352_right/000509	986	970	1019	1004	5.20	0.9099379181861876
2018-03-23_1352_right/000509	1400	913	1435	947	5.20	0.8878494501113892
2018-03-23_1352_right/000509	992	942	1014	966	5.19	0.7390849590301514
2018-03-23_1352_right/000581	919	915	950	949	5.19	0.9585988521575928
2018-03-23_1352_right/000581	910	956	955	1004	5.20	0.9245988130569458
2018-03-23_1352_right/000581	1040	938	1058	956	5.19	0.3838394284248352
2018-03-23_1352_right/001895	2041	683	2208	845	2.4	0.7958284616470337
2018-03-23_1352_right/007334	1493	808	1522	852	3.1	0.8762722015380859
2018-03-23_1352_right/000492	1393	924	1425	956	5.20	0.8118603229522705
2018-03-23_1352_right/000492	1004	976	1035	1007	5.20	0.7688502669334412
2018-03-23_1352_right/000492	1010	949	1031	972	5.19	0.6131906509399414
2018-03-23_1352_right/006228	1245	1001	1273	1028	4.2	0.6412684917449951
2018-03-23_1352_right/006228	1241	924	1265	948	4.2	0.5085887908935547
2018-03-23_1352_right/006228	1468	937	1493	978	4.2	0.4077211618423462
2018-03-23_1352_right/004762	1366	958	1397	994	3.1	0.7617142200469971
2018-03-23_1352_right/001221	1383	770	1478	865	5.20	0.9738044738769532
2018-03-23_1352_right/004726	173	783	305	910	3.27	0.9723622798919678
2018-03-23_1352_right/004726	1380	978	1411	1012	3.1	0.741378664970398
2018-03-23_1352_right/005746	2389	864	2447	919	4.1	0.9808799028396606
2018-03-23_1352_right/005746	2383	805	2448	863	2.4	0.9790470600128174
2018-03-23_1352_right/000474	1014	986	1044	1017	5.20	0.752267599105835
2018-03-23_1352_right/000474	1382	936	1412	965	5.20	0.6878323554992676
2018-03-23_1352_right/000474	1021	961	1041	983	5.19	0.6838387846946716
2018-03-23_1352_right/000474	1369	943	1388	962	5.19	0.3457140922546387
2018-03-23_1352_right/000485	1387	925	1421	958	5.20	0.8233482837677002
2018-03-23_1352_right/000485	1010	977	1040	1009	5.20	0.8012127876281738
2018-03-23_1352_right/000485	1016	951	1037	974	5.19	0.6829487085342407
2018-03-23_1352_right/003774	1625	886	1699	964	4.1	0.9374302625656128
2018-03-23_1352_right/006321	1287	1005	1334	1055	4.2	0.9498183727264404
2018-03-23_1352_right/006321	1276	857	1322	905	4.2	0.912400722503662
2018-03-23_1352_right/006321	1225	908	1257	944	2.1	0.7153710722923279
2018-03-23_1352_right/000801	1731	787	1816	875	3.27	0.9972440004348756
2018-03-23_1352_right/000801	1520	912	1576	970	5.20	0.9897788763046264
2018-03-23_1352_right/000801	851	870	889	909	5.19	0.9634901881217957
2018-03-23_1352_right/000801	1528	864	1566	904	5.19	0.9182705879211426
2018-03-23_1352_right/008212	974	864	1008	898	3.27	0.971091628074646
2018-03-23_1352_right/008212	1488	818	1519	853	3.27	0.8963215351104736
2018-03-23_1352_right/008212	974	834	1009	870	3.27	0.7484116554260254
2018-03-23_1352_right/008212	2018	822	2034	850	5.19	0.5871691107749939
2018-03-23_1352_right/008212	77	842	112	878	5.19	0.3054232597351074
2018-03-23_1352_right/001271	1560	930	1587	957	2.4	0.43529438972473145
2018-03-23_1352_right/007208	1638	700	1690	749	2.4	0.986747145652771
2018-03-23_1352_right/007208	1643	750	1687	797	4.1	0.945540189743042
2018-03-23_1352_right/001093	1142	898	1180	938	5.20	0.9755853414535522
2018-03-23_1352_right/001650	1198	904	1241	944	2.4	0.9843025207519532
2018-03-23_1352_right/001650	396	899	439	939	2.4	0.9726787209510804
2018-03-23_1352_right/001650	2042	891	2081	928	2.4	0.8970589637756348
2018-03-23_1352_right/004548	781	904	821	947	3.27	0.9803147315979004
2018-03-23_1352_right/006282	1271	894	1303	928	4.2	0.8663557767868042
2018-03-23_1352_right/006282	1276	1002	1311	1038	4.2	0.8385688066482544
2018-03-23_1352_right/006282	1237	924	1263	954	2.1	0.6118918657302856
2018-03-23_1352_right/006282	1603	915	1640	973	4.2	0.3869365155696869
2018-03-23_1352_right/001395	894	927	916	960	2.4	0.6102325320243835
2018-03-23_1352_right/003379	1259	961	1286	988	3.1	0.52410888671875
2018-03-23_1352_right/003379	1711	957	1727	978	5.19	0.4687708020210266
2018-03-23_1352_right/003379	1622	966	1643	994	5.20	0.4049018323421478
2018-03-23_1352_right/003379	1626	945	1640	964	5.19	0.3513903021812439
2018-03-23_1352_right/004469	967	956	997	988	3.27	0.7609803676605225
2018-03-23_1352_right/001476	1265	902	1302	939	2.4	0.9130152463912964
2018-03-23_1352_right/001476	797	896	822	936	2.4	0.814906895160675
2018-03-23_1352_right/000017	1436	907	1467	938	3.27	0.8358714580535889
2018-03-23_1352_right/000017	1436	938	1467	969	5.20	0.5808216333389282
2018-03-23_1352_right/003758	1844	894	1914	966	4.1	0.956761360168457
2018-03-23_1352_right/008292	995	886	1029	921	3.27	0.9509317278862
2018-03-23_1352_right/008292	1531	839	1564	875	3.27	0.924613118171692
2018-03-23_1352_right/008292	2095	843	2113	872	5.19	0.6623935699462891
2018-03-23_1352_right/008406	995	886	1030	921	3.27	0.9422568082809448
2018-03-23_1352_right/008406	1531	839	1564	875	3.27	0.9033380746841432
2018-03-23_1352_right/008406	2095	843	2113	872	5.19	0.6545171737670898
2018-03-23_1352_right/004541	783	910	823	953	3.27	0.9869730472564696
2018-03-23_1352_right/007762	739	859	791	912	4.2	0.9394341707229614
2018-03-23_1352_right/007762	1618	771	1699	852	5.20	0.3355940878391266
2018-03-23_1352_right/003644	1127	806	1206	898	5.20	0.9941483736038208
2018-03-23_1352_right/003644	1139	729	1194	791	5.19	0.910120129585266
2018-03-23_1352_right/003644	2235	762	2408	935	5.20	0.8546522855758667
2018-03-23_1352_right/003464	1947	954	1976	996	5.20	0.9324045181274414
2018-03-23_1352_right/003464	1954	921	1977	949	5.19	0.8588681221008301
2018-03-23_1352_right/003464	1792	938	1819	971	5.20	0.7429976463317871
2018-03-23_1352_right/003464	1307	932	1340	966	3.1	0.7080215811729431
2018-03-23_1352_right/003464	1798	910	1816	933	5.19	0.7046911716461182
2018-03-23_1352_right/003464	1284	923	1301	940	5.19	0.3416799306869507
2018-03-23_1352_right/000056	1454	913	1489	948	3.27	0.9069893360137941
2018-03-23_1352_right/000056	1456	947	1489	980	5.20	0.6950157880783081
2018-03-23_1352_right/001297	1599	924	1628	953	2.4	0.3060196340084076
2018-03-23_1352_right/007127	1424	855	1447	879	4.1	0.33939746022224426
2018-03-23_1352_right/007127	1424	832	1449	856	2.4	0.33708029985427856
2018-03-23_1352_right/003210	1379	842	1433	897	5.20	0.9798004031181335
2018-03-23_1352_right/004878	1514	921	1584	994	3.1	0.7535409331321716
2018-03-23_1352_right/005984	1330	921	1362	956	3.24	0.5219513773918152
2018-03-23_1352_right/000902	1974	771	2106	913	5.20	0.8277579545974731
2018-03-23_1352_right/000902	1994	653	2087	749	5.19	0.8132927417755127
2018-03-23_1352_right/000902	296	654	391	749	5.19	0.6349719762802124
2018-03-23_1352_right/000902	1259	929	1283	953	5.20	0.3527600169181824
2018-03-23_1352_right/004467	984	954	1014	986	3.27	0.8466377258300781
2018-03-23_1352_right/004706	413	843	513	940	3.27	0.9835907220840454
2018-03-23_1352_right/004706	1379	989	1407	1019	3.1	0.7674731016159058
2018-03-23_1352_right/004487	873	959	906	995	3.27	0.880881667137146
2018-03-23_1352_right/004487	1970	631	2007	706	3.24	0.3661785125732422
2018-03-23_1352_right/000051	1456	907	1489	940	3.27	0.8650347590446472
2018-03-23_1352_right/000051	1457	941	1489	973	5.20	0.8358678817749023
2018-03-23_1352_right/001021	1230	927	1260	958	5.20	0.7829546928405762
2018-03-23_1352_right/001021	2032	803	2064	882	2.4	0.32779166102409363
2018-03-23_1352_right/003742	2140	912	2210	983	4.1	0.946497917175293
2018-03-23_1352_right/000045	1458	940	1490	972	5.20	0.8539614081382751
2018-03-23_1352_right/000045	1457	906	1491	940	3.27	0.8294756412506104
2018-03-23_1352_right/007192	1571	769	1609	806	4.1	0.9404745101928712
2018-03-23_1352_right/007192	1568	726	1611	768	2.4	0.9372676014900208
2018-03-23_1352_right/007300	983	689	1017	785	2.1	0.8516851663589478
2018-03-23_1352_right/007300	2003	830	2027	867	3.1	0.41088417172431946
2018-03-23_1352_right/007300	994	786	1017	859	4.1	0.3020939230918884
2018-03-23_1352_right/008052	1529	860	1557	889	3.24	0.3754679560661316
2018-03-23_1352_right/005850	2061	533	2245	725	2.4	0.7324393987655641
2018-03-23_1352_right/000601	889	936	939	990	5.20	0.986014485359192
2018-03-23_1352_right/000601	897	891	934	929	5.19	0.9757766723632812
2018-03-23_1352_right/000601	1044	920	1063	938	5.19	0.4839744567871094
2018-03-23_1352_right/007351	1244	808	1277	857	3.1	0.9174296855926514
2018-03-23_1352_right/005708	890	764	925	860	2.1	0.7440367341041565
2018-03-23_1352_right/008201	963	866	996	900	3.27	0.9256536960601808
2018-03-23_1352_right/008201	1465	821	1495	854	3.27	0.909968078136444
2018-03-23_1352_right/008201	1978	824	1994	850	5.19	0.5750483870506287
2018-03-23_1352_right/008201	964	831	998	867	3.27	0.5219752788543701
2018-03-23_1352_right/003363	1695	927	1709	946	5.19	0.4812112152576447
2018-03-23_1352_right/003363	1261	930	1287	957	3.1	0.363609254360199
2018-03-23_1352_right/003363	1616	915	1629	933	5.19	0.3349720239639282
2018-03-23_1352_right/008413	995	886	1029	921	3.27	0.9485511779785156
2018-03-23_1352_right/008413	1531	839	1564	875	3.27	0.9233410358428956
2018-03-23_1352_right/008413	2095	843	2113	871	5.19	0.6713685393333435
2018-03-23_1352_right/004591	755	895	805	948	3.27	0.9875686168670654
2018-03-23_1352_right/004591	1275	967	1300	995	3.1	0.3914318382740021
2018-03-23_1352_right/004162	1558	868	1606	920	4.1	0.9540230035781859
2018-03-23_1352_right/004162	1349	954	1373	996	3.1	0.70658278465271
2018-03-23_1352_right/004162	980	898	1007	930	5.20	0.6951310634613037
2018-03-23_1352_right/004162	982	930	1006	959	3.24	0.3564445972442627
2018-03-23_1352_right/003650	1053	796	1139	894	5.20	0.993666172027588
2018-03-23_1352_right/003650	1065	717	1125	783	5.19	0.9157661199569702
2018-03-23_1352_right/003650	2240	741	2432	933	5.20	0.692339301109314
2018-03-23_1352_right/002028	2322	720	2434	838	2.4	0.5456433296203613
2018-03-23_1352_right/004033	124	923	147	948	5.20	0.7385997772216797
2018-03-23_1352_right/006390	957	850	1006	904	2.1	0.9851419925689696
2018-03-23_1352_right/006390	1087	1011	1190	1121	4.2	0.949610948562622
2018-03-23_1352_right/006390	1057	693	1156	793	4.2	0.9141774177551271
2018-03-23_1352_right/006390	961	906	1001	943	4.1	0.8942810297012329
2018-03-23_1352_right/006390	1191	889	1215	917	2.4	0.4656480252742767
2018-03-23_1352_right/006390	1193	916	1216	945	4.1	0.33908748626708984
2018-03-23_1352_right/008326	996	886	1029	920	3.27	0.9488000869750975
2018-03-23_1352_right/008326	1531	839	1564	875	3.27	0.9352363348007202
2018-03-23_1352_right/008326	2095	842	2113	872	5.19	0.5876818895339966
2018-03-23_1352_right/002408	377	831	440	894	5.20	0.9899864792823792
2018-03-23_1352_right/002408	1206	806	1250	883	5.20	0.9661322236061096
2018-03-23_1352_right/001078	1135	910	1170	948	5.20	0.953685700893402
2018-03-23_1352_right/007233	1820	678	1882	744	4.1	0.9913532137870787
2018-03-23_1352_right/007233	1816	609	1887	677	2.4	0.9781337976455688
2018-03-23_1352_right/000545	939	949	978	989	5.20	0.982454001903534
2018-03-23_1352_right/000545	1426	878	1463	918	5.20	0.9435439109802246
2018-03-23_1352_right/000545	945	915	972	943	5.19	0.9050008058547974
2018-03-23_1352_right/000545	1038	929	1054	946	5.19	0.3283465504646301
2018-03-23_1352_right/000925	1203	928	1226	953	5.20	0.3223846256732941
2018-03-23_1352_right/007154	1467	794	1496	823	2.4	0.742610514163971
2018-03-23_1352_right/007154	1468	823	1494	851	4.1	0.6950416564941406
2018-03-23_1352_right/001849	1835	740	1961	854	2.4	0.9691540598869324
2018-03-23_1352_right/001050	1158	914	1189	947	5.20	0.8855291604995728
2018-03-23_1352_right/000329	2057	625	2203	771	3.27	0.9982784986495972
2018-03-23_1352_right/000329	2054	770	2206	916	5.20	0.92829430103302
2018-03-23_1352_right/004568	770	898	816	947	3.27	0.9870979189872742
2018-03-23_1352_right/004568	2269	622	2319	723	3.24	0.4631192684173584
2018-03-23_1352_right/005679	1186	815	1211	883	2.1	0.8279402256011963
2018-03-23_1352_right/000577	912	958	957	1006	5.20	0.9853134155273438
2018-03-23_1352_right/000577	921	918	952	952	5.19	0.9497523307800292
2018-03-23_1352_right/000577	1040	941	1057	959	5.19	0.4374021887779236
2018-03-23_1352_right/005821	2017	688	2153	811	2.4	0.9120481014251708
2018-03-23_1352_right/005821	2037	807	2146	913	4.1	0.8739069700241089
2018-03-23_1352_right/001404	884	926	906	959	2.4	0.5822163820266724
2018-03-23_1352_right/003654	1006	792	1094	894	5.20	0.9903243780136108
2018-03-23_1352_right/003654	1020	708	1081	779	5.19	0.9322922229766846
2018-03-23_1352_right/003654	2273	727	2448	936	5.20	0.4706076979637146
2018-03-23_1352_right/003854	1909	830	2068	1003	4.1	0.90571928024292
2018-03-23_1352_right/005986	1332	922	1365	956	3.24	0.7435491681098938
2018-03-23_1352_right/008380	994	886	1030	921	3.27	0.9587361812591552
2018-03-23_1352_right/008380	1531	839	1564	876	3.27	0.8955920338630676
2018-03-23_1352_right/008380	2095	843	2113	873	5.19	0.6374490857124329
2018-03-23_1352_right/003279	1651	656	1782	784	5.20	0.9044783711433412
2018-03-23_1352_right/008121	1318	883	1342	912	3.27	0.6179243922233582
2018-03-23_1352_right/004764	1364	957	1397	994	3.1	0.777915358543396
2018-03-23_1352_right/004273	646	835	688	882	5.20	0.9942388534545898
2018-03-23_1352_right/004273	1951	644	2077	800	4.1	0.8328819274902344
2018-03-23_1352_right/004273	645	884	688	931	3.24	0.5450791716575623
2018-03-23_1352_right/004273	1243	923	1280	996	3.1	0.4653266072273254
2018-03-23_1352_right/004273	1405	943	1420	960	5.19	0.4205958843231201
2018-03-23_1352_right/000364	1319	914	1346	938	5.20	0.3692243695259094
2018-03-23_1352_right/000364	1026	937	1044	954	5.19	0.3524405658245087
2018-03-23_1352_right/003339	1678	945	1693	964	5.19	0.3472158908843994
2018-03-23_1352_right/003383	1715	951	1731	972	5.19	0.5957879424095154
2018-03-23_1352_right/003383	1259	955	1285	982	3.1	0.5321130156517029
2018-03-23_1352_right/003383	1628	939	1643	958	5.19	0.3702707886695862
2018-03-23_1352_right/003383	1625	959	1646	988	5.20	0.325620710849762
2018-03-23_1352_right/003227	1417	812	1483	882	5.20	0.976678729057312
2018-03-23_1352_right/007270	2349	340	2448	469	2.4	0.964107871055603
2018-03-23_1352_right/007270	2349	473	2448	596	4.1	0.7903239727020264
2018-03-23_1352_right/007270	1316	758	1339	821	2.1	0.725803017616272
2018-03-23_1352_right/007270	2207	823	2232	860	3.1	0.4829295575618744
2018-03-23_1352_right/000342	2278	533	2448	714	3.27	0.8701802492141724
2018-03-23_1352_right/000342	1019	967	1043	992	5.20	0.41941073536872864
2018-03-23_1352_right/000342	1302	927	1327	952	5.20	0.34315839409828186
2018-03-23_1352_right/000342	2272	715	2416	890	5.20	0.32116156816482544
2018-03-23_1352_right/000342	1024	947	1040	966	5.19	0.31696417927742004
2018-03-23_1352_right/000023	1441	940	1473	972	5.20	0.8490562438964844
2018-03-23_1352_right/000023	1440	908	1472	939	3.27	0.8297472596168518
2018-03-23_1352_right/006349	1309	1007	1372	1074	4.2	0.9572066068649292
2018-03-23_1352_right/006349	1220	891	1258	931	2.1	0.9407800436019896
2018-03-23_1352_right/006349	1295	814	1354	875	4.2	0.9248334169387816
2018-03-23_1352_right/006349	1220	933	1257	965	4.1	0.6134015321731567
2018-03-23_1352_right/004714	340	825	452	934	3.27	0.9709916710853576
2018-03-23_1352_right/004714	1385	983	1413	1014	3.1	0.6895186901092529
2018-03-23_1352_right/003280	1660	650	1793	782	5.20	0.8826117515563965
2018-03-23_1352_right/004835	1406	934	1454	983	3.1	0.8610841035842896
2018-03-23_1352_right/001530	1681	873	1724	919	2.4	0.9785306453704834
2018-03-23_1352_right/001530	1138	882	1166	929	2.4	0.9298142194747924
2018-03-23_1352_right/001530	967	903	995	936	4.1	0.5520250201225281
2018-03-23_1352_right/003585	929	890	984	951	3.1	0.9331809878349304
2018-03-23_1352_right/003585	880	890	903	915	5.19	0.9180337190628052
2018-03-23_1352_right/003585	502	908	521	927	5.19	0.7321602106094359
2018-03-23_1352_right/000276	1654	783	1734	862	3.27	0.9972119927406312
2018-03-23_1352_right/000276	1653	864	1735	944	5.20	0.992040753364563
2018-03-23_1352_right/008150	1379	856	1405	886	3.27	0.7227233052253723
2018-03-23_1352_right/008150	958	902	985	930	3.27	0.6435223817825317
2018-03-23_1352_right/008150	1788	856	1803	878	5.19	0.320779025554657
2018-03-23_1352_right/000701	1543	852	1594	906	3.27	0.9944384694099426
2018-03-23_1352_right/000701	1448	921	1486	960	5.20	0.9633554220199584
2018-03-23_1352_right/000701	1454	888	1480	915	5.19	0.9084861278533936
2018-03-23_1352_right/000701	987	894	1013	920	5.19	0.855449378490448
2018-03-23_1352_right/000701	1898	734	1967	809	5.19	0.8439205884933472
2018-03-23_1352_right/000701	429	734	527	836	5.19	0.8384940624237059
2018-03-23_1352_right/000701	2224	604	2379	759	5.20	0.7624336481094359
2018-03-23_1352_right/000701	400	862	546	1010	5.20	0.6437247395515442
2018-03-23_1352_right/008259	994	878	1029	913	3.27	0.9479055404663086
2018-03-23_1352_right/008259	1530	830	1564	866	3.27	0.9076096415519714
2018-03-23_1352_right/008259	2095	834	2113	863	5.19	0.5878027081489563
2018-03-23_1352_right/004444	1317	954	1346	985	3.27	0.7910274863243103
2018-03-23_1352_right/006332	1296	1001	1347	1057	4.2	0.9732866287231444
2018-03-23_1352_right/006332	1283	838	1334	889	4.2	0.9090054035186768
2018-03-23_1352_right/006332	1225	896	1259	935	2.1	0.8988733887672424
2018-03-23_1352_right/006332	1224	936	1261	965	4.1	0.3254161775112152
2018-03-23_1352_right/001749	1510	857	1574	913	2.4	0.9914438724517822
2018-03-23_1352_right/001749	335	845	393	900	2.4	0.977792263031006
2018-03-23_1352_right/001834	1743	814	1852	911	2.4	0.9938294887542723
2018-03-23_1352_right/004056	667	922	690	947	5.20	0.6496223211288452
2018-03-23_1352_right/004056	1062	918	1093	951	4.1	0.6185100078582764
2018-03-23_1352_right/008531	995	886	1029	920	3.27	0.9471002817153932
2018-03-23_1352_right/008531	1531	839	1564	875	3.27	0.9155560731887816
2018-03-23_1352_right/008531	2095	843	2113	872	5.19	0.6180006265640259
2018-03-23_1352_right/001579	57	959	94	992	2.4	0.7721392512321472
2018-03-23_1352_right/002369	100	882	155	932	5.20	0.991400182247162
2018-03-23_1352_right/002369	797	873	832	932	5.20	0.9807896614074708
2018-03-23_1352_right/001767	1564	860	1631	921	2.4	0.983535647392273
2018-03-23_1352_right/001767	275	848	338	908	2.4	0.9792549610137941
2018-03-23_1352_right/000514	1404	904	1438	940	5.20	0.918460249900818
2018-03-23_1352_right/000514	980	964	1013	999	5.20	0.8570504188537598
2018-03-23_1352_right/000514	987	935	1009	959	5.19	0.7953225374221802
2018-03-23_1352_right/008532	994	886	1030	921	3.27	0.9551645517349244
2018-03-23_1352_right/008532	1531	839	1564	876	3.27	0.9250601530075072
2018-03-23_1352_right/008532	2095	843	2113	872	5.19	0.6171914935112
2018-03-23_1352_right/002445	293	770	380	856	5.20	0.9955435991287231
2018-03-23_1352_right/002445	1437	724	1505	839	5.20	0.9807580709457396
2018-03-23_1352_right/000076	1454	911	1489	946	3.27	0.9655360579490662
2018-03-23_1352_right/000076	1456	946	1489	980	5.20	0.7956251502037048
2018-03-23_1352_right/003196	1348	868	1395	918	5.20	0.9581554532051086
2018-03-23_1352_right/004067	1189	907	1220	942	4.1	0.6634857058525085
