ytl	xtl	ybr	xbr	class	score	frame
792	393	902	494	5.19	0.9999918	2018-02-16_1515_left/002173
963	1323	1015	1368	5.19	0.9999784	2018-02-16_1515_left/002173
936	926	990	959	5.19	0.9999653	2018-02-16_1515_left/002173
852	1332	899	1371	2.4	0.9918143	2018-02-16_1515_left/002173
809	455	885	517	4.2	0.99120927	2018-02-16_1515_left/003667
808	475	880	532	4.2	0.9884461	2018-02-16_1515_left/003669
897	479	1087	525	8.22	0.97940606	2018-02-16_1515_left/003669
869	1743	913	1787	5.19	0.9999981	2018-02-16_1515_left/002005
890	1084	923	1117	5.19	0.9999528	2018-02-16_1515_left/002005
849	817	889	844	5.19	0.9999007	2018-02-16_1515_left/002005
877	1771	925	1818	5.19	0.9999926	2018-02-16_1515_left/002015
897	1068	933	1103	5.19	0.99998367	2018-02-16_1515_left/002015
854	783	892	808	5.19	0.99995434	2018-02-16_1515_left/002015
897	1424	923	1450	5.19	0.9973007	2018-02-16_1515_left/002015
918	1534	947	1562	5.19	0.9979412	2018-02-16_1515_left/001841
878	1530	918	1565	2.4	0.9915766	2018-02-16_1515_left/001841
947	1532	976	1563	5.19	0.98389196	2018-02-16_1515_left/001841
777	1732	898	1843	2.1	0.99990976	2018-02-16_1515_left/002501
814	671	880	728	4.2	0.98610383	2018-02-16_1515_left/003015
899	682	1048	722	8.22	0.98330253	2018-02-16_1515_left/003015
934	1163	1023	1235	2.1	0.99992716	2018-02-16_1515_left/003484
530	2122	746	2272	2.1	0.9750923	2018-02-16_1515_left/003484
889	156	928	188	5.19	0.99999154	2018-02-16_1515_left/001973
691	1908	777	1994	2.4	0.99988854	2018-02-16_1515_left/001973
887	1911	965	1983	5.19	0.99971586	2018-02-16_1515_left/001973
879	1675	917	1711	5.19	0.99956053	2018-02-16_1515_left/001973
858	920	880	939	5.19	0.9963791	2018-02-16_1515_left/001973
875	1406	924	1445	4.2	0.99094373	2018-02-16_1515_left/002976
916	1454	970	1498	2.1	0.9996617	2018-02-16_1515_left/002440
894	1423	932	1457	2.1	0.99930704	2018-02-16_1515_left/002380
764	374	926	499	5.19	0.99969625	2018-02-16_1515_left/002765
872	1907	932	1969	2.4	0.99885404	2018-02-16_1515_left/002822
943	458	1014	530	2.1	0.9998516	2018-02-16_1515_left/003452
695	1118	845	1258	2.1	0.99982387	2018-02-16_1515_left/003452
919	1703	970	1751	5.19	0.9999298	2018-02-16_1515_left/001936
794	1698	854	1759	2.4	0.9998882	2018-02-16_1515_left/001936
898	1616	925	1640	5.19	0.99041057	2018-02-16_1515_left/001936
993	869	1026	898	5.19	0.9987954	2018-02-16_1515_left/000980
919	1436	1013	1525	2.1	0.9999242	2018-02-16_1515_left/003496
1004	2177	1037	2214	5.19	0.9993943	2018-02-16_1515_left/003496
966	1338	1015	1379	5.19	0.9999925	2018-02-16_1515_left/002170
798	439	907	531	5.19	0.99996877	2018-02-16_1515_left/002170
942	946	985	978	5.19	0.99947864	2018-02-16_1515_left/002170
793	506	875	574	4.2	0.99193114	2018-02-16_1515_left/003043
967	1368	1008	1407	5.19	0.99999464	2018-02-16_1515_left/002153
833	595	922	679	5.19	0.9999927	2018-02-16_1515_left/002153
865	61	936	112	5.19	0.99998045	2018-02-16_1515_left/002153
945	1008	989	1038	5.19	0.9997805	2018-02-16_1515_left/002153
761	1771	881	1889	2.1	0.9998031	2018-02-16_1515_left/002504
828	577	927	664	5.19	0.9999943	2018-02-16_1515_left/002156
864	35	931	80	5.19	0.9999906	2018-02-16_1515_left/002156
970	1365	1016	1406	5.19	0.9999565	2018-02-16_1515_left/002156
947	1004	991	1033	5.19	0.99985385	2018-02-16_1515_left/002156
864	1368	909	1413	2.4	0.99654895	2018-02-16_1515_left/002156
741	974	862	1079	2.1	0.99876463	2018-02-16_1515_left/003099
794	488	872	552	4.2	0.9880499	2018-02-16_1515_left/003040
957	1383	1003	1423	5.19	0.9999709	2018-02-16_1515_left/001130
858	1264	933	1322	4.2	0.9802484	2018-02-16_1515_left/001130
857	1184	910	1231	4.2	0.9879391	2018-02-16_1515_left/002986
773	698	854	766	5.19	0.99998534	2018-02-16_1515_left/002133
804	201	863	238	5.19	0.9999769	2018-02-16_1515_left/002133
877	1370	916	1408	5.19	0.9998796999999998	2018-02-16_1515_left/002133
774	1368	821	1412	2.4	0.9981713	2018-02-16_1515_left/002133
760	168	949	305	5.19	0.999821	2018-02-16_1515_left/002285
916	1706	974	1756	5.19	0.9997476	2018-02-16_1515_left/001937
898	1617	926	1642	5.19	0.99961036	2018-02-16_1515_left/001937
796	1703	854	1757	2.4	0.99714464	2018-02-16_1515_left/001937
901	1171	921	1195	5.19	0.9962614	2018-02-16_1515_left/001937
937	1577	972	1611	5.19	0.9999701	2018-02-16_1515_left/001874
908	1575	946	1608	5.19	0.99629813	2018-02-16_1515_left/001874
943	485	1016	549	2.1	0.99993515	2018-02-16_1515_left/003453
694	1146	835	1297	2.1	0.9996444	2018-02-16_1515_left/003453
851	1177	942	1262	4.1	0.99031454	2018-02-16_1515_left/003453
771	563	854	633	4.2	0.992759	2018-02-16_1515_left/003049
968	1359	1014	1396	5.19	0.9999956	2018-02-16_1515_left/002165
812	503	914	592	5.19	0.9999886999999998	2018-02-16_1515_left/002165
944	972	990	1005	5.19	0.99965227	2018-02-16_1515_left/002165
932	1431	977	1473	2.1	0.9993006	2018-02-16_1515_left/002420
686	1299	846	1421	2.1	0.996358	2018-02-16_1515_left/003112
859	1338	962	1418	4.1	0.9839751	2018-02-16_1515_left/003112
801	2246	890	2339	2.4	0.9976057	2018-02-16_1515_left/002857
828	618	913	698	5.19	0.99999595	2018-02-16_1515_left/002149
859	92	930	136	5.19	0.9999944	2018-02-16_1515_left/002149
948	1370	992	1409	5.19	0.99999344	2018-02-16_1515_left/002149
932	1016	972	1047	5.19	0.99919575	2018-02-16_1515_left/002149
845	1370	889	1416	2.4	0.9874672	2018-02-16_1515_left/002149
920	1632	960	1672	5.19	0.99991035	2018-02-16_1515_left/001905
825	1633	874	1678	2.4	0.99608374	2018-02-16_1515_left/001905
894	1594	919	1617	5.19	0.9934616	2018-02-16_1515_left/001905
865	1537	947	1607	2.1	0.9997013	2018-02-16_1515_left/002473
742	661	854	769	2.1	0.9999964	2018-02-16_1515_left/003429
899	2225	957	2277	5.19	0.99977034	2018-02-16_1515_left/003429
866	683	945	754	4.1	0.9988475	2018-02-16_1515_left/003429
695	1204	841	1327	2.1	0.99840975	2018-02-16_1515_left/003108
859	1235	967	1313	4.1	0.9867337	2018-02-16_1515_left/003108
943	688	1020	758	2.1	0.9999956	2018-02-16_1515_left/003463
658	1396	824	1553	2.1	0.99934644	2018-02-16_1515_left/003463
849	2062	908	2135	2.4	0.9996835	2018-02-16_1515_left/002841
919	1632	955	1671	5.19	0.99967885	2018-02-16_1515_left/001908
819	1631	868	1681	2.4	0.9987342	2018-02-16_1515_left/001908
892	1594	916	1616	5.19	0.9892023	2018-02-16_1515_left/001908
932	1076	1019	1148	2.1	0.99991715	2018-02-16_1515_left/003480
1018	1757	1044	1787	5.19	0.99808335	2018-02-16_1515_left/003480
848	1887	911	1951	5.19	0.99999964	2018-02-16_1515_left/002046
886	1004	930	1048	5.19	0.9999974	2018-02-16_1515_left/002046
829	648	880	679	5.19	0.9999951	2018-02-16_1515_left/002046
927	1425	954	1448	5.19	0.9937138	2018-02-16_1515_left/002046
857	1422	892	1459	2.4	0.9755971	2018-02-16_1515_left/002046
951	1541	992	1587	5.19	0.9981571	2018-02-16_1515_left/002665
936	646	988	697	5.19	0.9995443000000002	2018-02-16_1515_left/001023
877	1864	937	1920	2.4	0.9993298	2018-02-16_1515_left/002816
831	602	926	685	5.19	0.9999987	2018-02-16_1515_left/002152
871	72	935	116	5.19	0.99999547	2018-02-16_1515_left/002152
964	1369	1006	1409	5.19	0.9999862	2018-02-16_1515_left/002152
942	1009	987	1043	5.19	0.9999112	2018-02-16_1515_left/002152
1034	899	1064	926	5.19	0.9984585	2018-02-16_1515_left/001059
863	263	933	336	5.19	0.9850004	2018-02-16_1515_left/001059
924	1434	963	1466	2.1	0.9983559	2018-02-16_1515_left/002404
880	1778	926	1826	5.19	0.99999523	2018-02-16_1515_left/002017
854	780	893	801	5.19	0.9999654	2018-02-16_1515_left/002017
898	1062	935	1102	5.19	0.999845	2018-02-16_1515_left/002017
899	1423	927	1450	5.19	0.97753364	2018-02-16_1515_left/002017
897	1430	935	1461	2.1	0.9959335	2018-02-16_1515_left/002384
860	1977	924	2045	2.4	0.9991555	2018-02-16_1515_left/002832
940	2178	1027	2247	2.1	0.9990434	2018-02-16_1515_left/002832
694	67	778	134	5.19	0.9999951	2018-02-16_1515_left/002119
844	289	902	322	5.19	0.9999943	2018-02-16_1515_left/002119
907	1376	946	1413	5.19	0.99998355	2018-02-16_1515_left/002119
819	760	892	823	5.19	0.99997866	2018-02-16_1515_left/002119
725	2380	836	2443	5.19	0.9998498	2018-02-16_1515_left/002119
895	1066	932	1096	5.19	0.99238634	2018-02-16_1515_left/002119
813	1380	858	1421	2.4	0.98255795	2018-02-16_1515_left/002119
803	62	906	129	3.1	0.97599846	2018-02-16_1515_left/002119
951	1781	983	1809	5.19	0.9951349	2018-02-16_1515_left/003637
776	367	850	417	5.19	0.99999917	2018-02-16_1515_left/002087
869	879	928	932	5.19	0.99999785	2018-02-16_1515_left/002087
811	2110	903	2197	5.19	0.9999604	2018-02-16_1515_left/002087
893	466	928	495	5.19	0.9999528	2018-02-16_1515_left/002087
936	1399	967	1428	5.19	0.9987319	2018-02-16_1515_left/002087
861	1956	924	2022	2.4	0.9984156	2018-02-16_1515_left/002829
941	728	1027	803	2.1	0.99998975	2018-02-16_1515_left/003465
651	1442	816	1601	2.1	0.99972254	2018-02-16_1515_left/003465
823	2022	943	2125	5.19	0.9999919	2018-02-16_1515_left/002734
886	726	969	802	5.19	0.9999627	2018-02-16_1515_left/002734
783	734	879	803	4.2	0.99658763	2018-02-16_1515_left/002734
717	0	914	129	5.19	0.99352247	2018-02-16_1515_left/002289
701	988	846	1118	2.1	0.99983215	2018-02-16_1515_left/003447
935	345	1017	412	2.1	0.9995639	2018-02-16_1515_left/003447
931	1546	963	1584	5.19	0.9963039	2018-02-16_1515_left/001847
1004	2265	1036	2301	5.19	0.9999064	2018-02-16_1515_left/003499
916	1508	1009	1595	2.1	0.99972266	2018-02-16_1515_left/003499
911	1466	963	1510	2.1	0.9988764	2018-02-16_1515_left/002445
742	925	866	1037	2.1	0.9996412	2018-02-16_1515_left/003097
796	435	864	480	5.19	0.99999845	2018-02-16_1515_left/002078
829	2051	911	2136	5.19	0.9999949	2018-02-16_1515_left/002078
880	906	937	958	5.19	0.9999893	2018-02-16_1515_left/002078
895	510	937	532	5.19	0.9998171	2018-02-16_1515_left/002078
940	1403	972	1434	5.19	0.99930894	2018-02-16_1515_left/002078
870	430	946	477	3.1	0.9819987	2018-02-16_1515_left/002078
912	1530	937	1556	5.19	0.99145037	2018-02-16_1515_left/001838
859	1142	911	1191	4.2	0.9945462	2018-02-16_1515_left/002987
952	1093	1002	1135	3.24	0.9784636999999998	2018-02-16_1515_left/001637
752	2279	863	2391	5.19	0.9999962	2018-02-16_1515_left/002109
720	177	798	236	5.19	0.9999939	2018-02-16_1515_left/002109
831	801	903	861	5.19	0.99999225	2018-02-16_1515_left/002109
854	351	905	383	5.19	0.999987	2018-02-16_1515_left/002109
913	1386	950	1420	5.19	0.99978167	2018-02-16_1515_left/002109
902	1086	935	1115	5.19	0.9993327	2018-02-16_1515_left/002109
822	1387	861	1430	2.4	0.98991066	2018-02-16_1515_left/002109
868	1387	902	1421	5.19	0.9781953	2018-02-16_1515_left/002109
838	1898	903	1966	5.19	0.99999833	2018-02-16_1515_left/002049
879	995	923	1037	5.19	0.999998	2018-02-16_1515_left/002049
816	629	870	663	5.19	0.99998903	2018-02-16_1515_left/002049
921	1629	954	1670	5.19	0.99964523	2018-02-16_1515_left/001903
896	1596	920	1621	5.19	0.99547356	2018-02-16_1515_left/001903
825	1630	872	1677	2.4	0.9887011	2018-02-16_1515_left/001903
951	1350	978	1373	5.19	0.9918201	2018-02-16_1515_left/003620
746	740	870	841	2.1	0.99912363	2018-02-16_1515_left/003089
680	1352	801	1440	4.2	0.9772017	2018-02-16_1515_left/003089
987	1107	1027	1143	5.19	0.99999905	2018-02-16_1515_left/001109
896	1426	931	1454	2.1	0.999703	2018-02-16_1515_left/002378
693	1899	860	2045	2.1	0.99428564	2018-02-16_1515_left/002513
899	268	1086	313	8.22	0.9907861	2018-02-16_1515_left/003654
961	2295	993	2329	5.19	0.9844301	2018-02-16_1515_left/003654
755	809	865	917	2.1	0.9962282	2018-02-16_1515_left/003092
911	1752	964	1808	5.19	0.9999192	2018-02-16_1515_left/001948
772	1751	835	1812	2.4	0.99935704	2018-02-16_1515_left/001948
899	320	929	349	5.19	0.99901855	2018-02-16_1515_left/001948
892	1632	924	1662	5.19	0.9985979	2018-02-16_1515_left/001948
825	558	913	642	5.19	0.9999974	2018-02-16_1515_left/002159
968	1363	1011	1406	5.19	0.99998915	2018-02-16_1515_left/002159
856	11	925	58	5.19	0.99997985	2018-02-16_1515_left/002159
946	999	987	1027	5.19	0.9969187	2018-02-16_1515_left/002159
858	1364	904	1414	2.4	0.9787163	2018-02-16_1515_left/002159
952	1130	1020	1191	5.19	0.99999845	2018-02-16_1515_left/002223
903	539	987	590	5.19	0.99999225	2018-02-16_1515_left/002223
796	1134	863	1203	2.4	0.9950883	2018-02-16_1515_left/002223
961	517	993	554	5.19	0.9985324	2018-02-16_1515_left/003571
941	1533	974	1562	5.19	0.9934558	2018-02-16_1515_left/001840
922	1536	949	1560	5.19	0.97521216	2018-02-16_1515_left/001840
887	1705	953	1771	5.19	0.99999857	2018-02-16_1515_left/002704
913	891	966	942	5.19	0.99912935	2018-02-16_1515_left/002704
981	1772	1021	1807	2.1	0.9998847	2018-02-16_1515_left/002768
737	303	918	444	5.19	0.9961521	2018-02-16_1515_left/002768
940	999	1030	1066	2.1	0.99994004	2018-02-16_1515_left/003477
596	1823	785	1992	2.1	0.97967213	2018-02-16_1515_left/003477
744	728	848	804	4.2	0.99375606	2018-02-16_1515_left/003064
971	720	1013	758	5.19	0.99807215	2018-02-16_1515_left/000997
961	1899	1017	1944	2.1	0.9999443	2018-02-16_1515_left/002790
900	1428	936	1458	2.1	0.99946874	2018-02-16_1515_left/002383
886	533	1082	579	8.22	0.9820077	2018-02-16_1515_left/003676
862	87	929	131	5.19	0.9999975	2018-02-16_1515_left/002150
830	611	916	697	5.19	0.99999535	2018-02-16_1515_left/002150
955	1369	998	1410	5.19	0.99998546	2018-02-16_1515_left/002150
938	1018	981	1045	5.19	0.99970406	2018-02-16_1515_left/002150
846	1374	900	1422	2.4	0.99587834	2018-02-16_1515_left/002150
815	650	879	703	4.2	0.99371874	2018-02-16_1515_left/003016
846	293	902	327	5.19	0.9999945	2018-02-16_1515_left/002118
692	77	793	144	5.19	0.9999896	2018-02-16_1515_left/002118
907	1379	946	1414	5.19	0.9999424	2018-02-16_1515_left/002118
822	764	892	826	5.19	0.99989915	2018-02-16_1515_left/002118
730	2372	845	2443	5.19	0.9998971	2018-02-16_1515_left/002118
897	1069	930	1094	5.19	0.99966145	2018-02-16_1515_left/002118
816	1379	858	1417	2.4	0.9982691	2018-02-16_1515_left/002118
885	1738	951	1800	5.19	0.9999888	2018-02-16_1515_left/002709
916	872	968	925	5.19	0.9997732	2018-02-16_1515_left/002709
908	1731	965	1784	5.19	0.9999261	2018-02-16_1515_left/001943
781	1727	842	1790	2.4	0.99878746	2018-02-16_1515_left/001943
890	1621	921	1653	5.19	0.9982095	2018-02-16_1515_left/001943
724	1858	860	1993	2.1	0.9993344	2018-02-16_1515_left/002510
936	1005	977	1036	5.19	0.99996734	2018-02-16_1515_left/003382
850	723	957	817	5.19	0.9999926	2018-02-16_1515_left/002263
719	732	828	821	4.2	0.9856177	2018-02-16_1515_left/002263
891	1750	936	1797	2.4	0.99093574	2018-02-16_1515_left/002800
962	1977	1016	2015	2.1	0.99982977	2018-02-16_1515_left/002802
895	1761	941	1811	2.4	0.99897575	2018-02-16_1515_left/002802
895	264	925	289	5.19	0.9998834	2018-02-16_1515_left/001958
884	1649	919	1681	5.19	0.9998123	2018-02-16_1515_left/001958
897	1808	966	1872	5.19	0.99978393	2018-02-16_1515_left/001958
742	1805	816	1876	2.4	0.99977225	2018-02-16_1515_left/001958
899	1730	949	1764	4.2	0.98846906	2018-02-16_1515_left/002959
954	1152	1022	1210	5.19	0.99999726	2018-02-16_1515_left/002220
909	586	967	628	5.19	0.99998987	2018-02-16_1515_left/002220
891	1790	941	1837	2.4	0.9901177	2018-02-16_1515_left/002806
935	2267	991	2323	5.19	0.99982613	2018-02-16_1515_left/001155
909	1466	960	1516	2.1	0.99961877	2018-02-16_1515_left/002448
954	2010	989	2041	5.19	0.9995447	2018-02-16_1515_left/003645
877	77	1067	120	8.22	0.9915833	2018-02-16_1515_left/003645
868	1540	944	1602	2.1	0.99965906	2018-02-16_1515_left/002474
941	1654	969	1683	5.19	0.97802836	2018-02-16_1515_left/003609
946	1452	997	1492	5.19	0.9999641	2018-02-16_1515_left/001133
886	197	918	224	5.19	0.99995923	2018-02-16_1515_left/001968
885	1867	959	1938	5.19	0.9999273	2018-02-16_1515_left/001968
874	1664	911	1700	5.19	0.9998185	2018-02-16_1515_left/001968
881	1144	907	1171	5.19	0.9996623	2018-02-16_1515_left/001968
711	1867	786	1949	2.4	0.99813473	2018-02-16_1515_left/001968
917	1448	970	1496	2.1	0.99940765	2018-02-16_1515_left/002438
921	1613	966	1653	5.19	0.9992799	2018-02-16_1515_left/001139
775	683	855	756	5.19	0.9999976	2018-02-16_1515_left/002137
889	1373	925	1409	5.19	0.99998283	2018-02-16_1515_left/002137
804	177	866	218	5.19	0.9999497	2018-02-16_1515_left/002137
866	1038	908	1061	5.19	0.99889934	2018-02-16_1515_left/002137
920	1634	954	1673	5.19	0.9951018	2018-02-16_1515_left/001909
893	1590	915	1617	5.19	0.9923316	2018-02-16_1515_left/001909
926	1602	957	1639	5.19	0.99022794	2018-02-16_1515_left/001885
841	1600	886	1637	2.4	0.97731394	2018-02-16_1515_left/001885
940	1206	998	1259	5.19	0.9999924	2018-02-16_1515_left/002205
902	701	960	746	5.19	0.9999808	2018-02-16_1515_left/002205
799	1208	862	1272	2.4	0.9969938	2018-02-16_1515_left/002205
921	1752	972	1798	5.19	0.9999765	2018-02-16_1515_left/001143
950	1570	981	1599	5.19	0.99995506	2018-02-16_1515_left/001869
790	492	873	559	4.2	0.9992612	2018-02-16_1515_left/003041
984	1151	1023	1188	5.19	0.9999964	2018-02-16_1515_left/001113
737	234	812	291	5.19	0.99999726	2018-02-16_1515_left/002103
845	819	911	879	5.19	0.99999654	2018-02-16_1515_left/002103
773	2228	877	2335	5.19	0.99999285	2018-02-16_1515_left/002103
868	382	913	412	5.19	0.99991167	2018-02-16_1515_left/002103
922	1389	956	1423	5.19	0.99966776	2018-02-16_1515_left/002103
909	1095	942	1121	5.19	0.97940534	2018-02-16_1515_left/002103
947	627	997	677	5.19	0.99718994	2018-02-16_1515_left/001026
743	2295	858	2413	5.19	0.99999535	2018-02-16_1515_left/002111
708	159	798	220	5.19	0.9999951	2018-02-16_1515_left/002111
849	341	899	371	5.19	0.99999356	2018-02-16_1515_left/002111
826	793	890	855	5.19	0.99999297	2018-02-16_1515_left/002111
909	1384	944	1418	5.19	0.9996151	2018-02-16_1515_left/002111
899	1081	937	1106	5.19	0.98431224	2018-02-16_1515_left/002111
814	156	903	219	3.1	0.98296505	2018-02-16_1515_left/002111
817	1383	860	1424	2.4	0.9777866	2018-02-16_1515_left/002111
925	1439	974	1480	2.1	0.9978362	2018-02-16_1515_left/002428
986	904	1019	932	5.19	0.99906963	2018-02-16_1515_left/001077
863	782	963	873	5.19	0.99999094	2018-02-16_1515_left/002260
720	787	834	881	4.2	0.99199027	2018-02-16_1515_left/002260
769	309	884	418	5.19	0.99999654	2018-02-16_1515_left/002178
960	1305	1009	1353	5.19	0.9999919	2018-02-16_1515_left/002178
930	894	977	928	5.19	0.99993575	2018-02-16_1515_left/002178
837	1308	893	1359	2.4	0.9799803	2018-02-16_1515_left/002178
903	1429	933	1454	2.1	0.9957743	2018-02-16_1515_left/002353
822	1629	869	1681	2.4	0.9988194	2018-02-16_1515_left/001907
893	1597	917	1618	5.19	0.9907375	2018-02-16_1515_left/001907
920	1636	957	1671	5.19	0.98846495	2018-02-16_1515_left/001907
951	1900	980	1926	5.19	0.99103326	2018-02-16_1515_left/003641
905	306	1080	348	8.22	0.99615616	2018-02-16_1515_left/003656
964	2354	997	2387	5.19	0.9884489	2018-02-16_1515_left/003656
831	303	897	355	4.2	0.98503983	2018-02-16_1515_left/003656
915	1616	966	1668	5.19	0.99983454	2018-02-16_1515_left/002686
896	1422	933	1452	2.1	0.9994136	2018-02-16_1515_left/002376
779	1748	838	1811	2.4	0.99993503	2018-02-16_1515_left/001947
909	1748	966	1811	5.19	0.9998493	2018-02-16_1515_left/001947
904	330	931	353	5.19	0.99975055	2018-02-16_1515_left/001947
892	1630	923	1662	5.19	0.9987332	2018-02-16_1515_left/001947
953	1140	1022	1199	5.19	0.9999981	2018-02-16_1515_left/002222
901	548	986	601	5.19	0.9999585	2018-02-16_1515_left/002222
883	1494	947	1551	2.1	0.9973104	2018-02-16_1515_left/002461
890	206	926	237	5.19	0.9999914	2018-02-16_1515_left/001967
718	1863	791	1934	2.4	0.9999645	2018-02-16_1515_left/001967
888	1863	965	1931	5.19	0.9999604	2018-02-16_1515_left/001967
881	1664	913	1701	5.19	0.9989303	2018-02-16_1515_left/001967
887	1147	912	1173	5.19	0.9976889	2018-02-16_1515_left/001967
879	909	935	959	5.19	0.99999774	2018-02-16_1515_left/002077
833	2040	912	2127	5.19	0.99999666	2018-02-16_1515_left/002077
796	441	859	484	5.19	0.9999919	2018-02-16_1515_left/002077
893	513	935	535	5.19	0.9995734	2018-02-16_1515_left/002077
939	1402	969	1431	5.19	0.99904305	2018-02-16_1515_left/002077
948	1143	975	1163	5.19	0.9973477	2018-02-16_1515_left/003612
818	427	890	486	4.2	0.9928093	2018-02-16_1515_left/003664
958	2241	994	2274	5.19	0.9973042	2018-02-16_1515_left/003653
885	236	1090	276	8.22	0.9962657	2018-02-16_1515_left/003653
867	946	918	993	5.19	0.99999905	2018-02-16_1515_left/002065
796	527	858	567	5.19	0.9999869	2018-02-16_1515_left/002065
821	1978	896	2051	5.19	0.9999728	2018-02-16_1515_left/002065
879	568	918	593	5.19	0.9985831	2018-02-16_1515_left/002065
922	1409	949	1439	5.19	0.98736155	2018-02-16_1515_left/002065
765	276	948	405	5.19	0.99993086	2018-02-16_1515_left/002282
769	390	883	491	2.1	0.9999833	2018-02-16_1515_left/003414
915	1786	965	1831	5.19	0.9998196	2018-02-16_1515_left/003414
893	411	960	477	4.1	0.999087	2018-02-16_1515_left/003414
924	1442	971	1484	2.1	0.99845636	2018-02-16_1515_left/002433
952	1254	978	1287	5.19	0.97587675	2018-02-16_1515_left/003597
869	1734	912	1780	5.19	0.9999982	2018-02-16_1515_left/002001
842	833	879	856	5.19	0.9999527	2018-02-16_1515_left/002001
884	1091	919	1127	5.19	0.9999008	2018-02-16_1515_left/002001
845	2288	956	2403	5.19	0.99090976	2018-02-16_1515_left/002001
912	1428	937	1449	5.19	0.979494	2018-02-16_1515_left/002001
882	1429	908	1452	5.19	0.9763749	2018-02-16_1515_left/002001
936	1516	967	1544	5.19	0.9969427	2018-02-16_1515_left/001833
812	2151	896	2242	2.4	0.9991302	2018-02-16_1515_left/002850
883	1426	930	1468	4.2	0.98416185	2018-02-16_1515_left/002975
809	1676	913	1771	2.1	0.999874	2018-02-16_1515_left/002495
923	1323	1015	1402	2.1	0.9998566	2018-02-16_1515_left/003491
746	127	945	265	5.19	0.99968123	2018-02-16_1515_left/002286
716	1869	868	2004	2.1	0.9969758	2018-02-16_1515_left/002511
904	807	973	874	5.19	0.99996686	2018-02-16_1515_left/002722
860	1845	949	1934	5.19	0.9999571	2018-02-16_1515_left/002722
818	809	896	871	4.2	0.9815962	2018-02-16_1515_left/002722
791	502	866	564	4.2	0.9904081	2018-02-16_1515_left/003042
905	1642	947	1677	4.2	0.9856494	2018-02-16_1515_left/002964
963	1317	1016	1361	5.19	0.99999225	2018-02-16_1515_left/002175
785	357	892	455	5.19	0.99997747	2018-02-16_1515_left/002175
933	911	981	945	5.19	0.9999207	2018-02-16_1515_left/002175
785	704	866	778	5.19	0.99999225	2018-02-16_1515_left/002130
818	216	875	254	5.19	0.999977	2018-02-16_1515_left/002130
884	1369	921	1407	5.19	0.9999347	2018-02-16_1515_left/002130
869	1046	904	1072	5.19	0.99616325	2018-02-16_1515_left/002130
762	312	834	362	5.19	0.9999989	2018-02-16_1515_left/002094
856	854	922	912	5.19	0.9999889	2018-02-16_1515_left/002094
795	2155	901	2260	5.19	0.99998677	2018-02-16_1515_left/002094
881	426	924	459	5.19	0.9999782	2018-02-16_1515_left/002094
928	1394	966	1428	5.19	0.9998908	2018-02-16_1515_left/002094
923	1110	956	1140	5.19	0.99536383	2018-02-16_1515_left/002094
857	1554	938	1626	2.1	0.997785	2018-02-16_1515_left/002478
833	830	890	879	4.2	0.99594575	2018-02-16_1515_left/003004
727	31	921	175	5.19	0.9975243	2018-02-16_1515_left/002288
673	19	769	93	5.19	0.9999962	2018-02-16_1515_left/002123
835	265	887	300	5.19	0.9999902	2018-02-16_1515_left/002123
900	1376	937	1411	5.19	0.9999876	2018-02-16_1515_left/002123
809	741	883	805	5.19	0.9999862	2018-02-16_1515_left/002123
709	2427	825	2447	5.19	0.99368805	2018-02-16_1515_left/002123
785	20	895	90	3.1	0.9796814	2018-02-16_1515_left/002123
951	1193	1007	1244	5.19	0.99999917	2018-02-16_1515_left/002209
908	674	981	717	5.19	0.99999523	2018-02-16_1515_left/002209
805	1195	872	1258	2.4	0.98043835	2018-02-16_1515_left/002209
797	1705	850	1761	2.4	0.99962175	2018-02-16_1515_left/001938
917	1704	974	1757	5.19	0.9989229	2018-02-16_1515_left/001938
903	378	930	401	5.19	0.99610007	2018-02-16_1515_left/001938
782	537	866	601	4.2	0.99416524	2018-02-16_1515_left/003046
990	908	1021	933	5.19	0.9997991	2018-02-16_1515_left/001078
823	2135	899	2222	2.4	0.99947983	2018-02-16_1515_left/002848
777	307	945	440	5.19	0.9999763	2018-02-16_1515_left/002281
955	1146	1022	1206	5.19	0.99998856	2018-02-16_1515_left/002221
908	570	969	617	5.19	0.99996257	2018-02-16_1515_left/002221
879	701	967	782	5.19	0.9999678	2018-02-16_1515_left/002737
808	2086	929	2186	5.19	0.9998684	2018-02-16_1515_left/002737
765	705	864	790	4.2	0.99760145	2018-02-16_1515_left/002737
993	1644	1031	1674	2.1	0.9952064	2018-02-16_1515_left/002737
823	388	893	442	4.2	0.9915348	2018-02-16_1515_left/003661
892	388	1084	433	8.22	0.9840704	2018-02-16_1515_left/003661
696	1183	803	1264	4.2	0.9783287	2018-02-16_1515_left/003083
897	1818	963	1883	5.19	0.9999453	2018-02-16_1515_left/001960
894	253	925	280	5.19	0.9998499	2018-02-16_1515_left/001960
884	1653	920	1685	5.19	0.99978584	2018-02-16_1515_left/001960
735	1809	811	1892	2.4	0.9997061	2018-02-16_1515_left/001960
977	994	1013	1031	5.19	0.9999958	2018-02-16_1515_left/001096
857	2003	924	2075	2.4	0.99922585	2018-02-16_1515_left/002835
860	660	956	751	5.19	0.9999026	2018-02-16_1515_left/002743
778	2222	918	2354	5.19	0.99982065	2018-02-16_1515_left/002743
987	1663	1027	1692	2.1	0.99741155	2018-02-16_1515_left/002743
